Measure Names,Month of MONTH,ROUTE_NAME,Measure Values
Route Monthly Total Boardings (accessible copy),February 2024,J Church,"180,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2024,J Church,"350,000"
Monthly Route Recovery,January 2024,J Church,0.487692582
Route Monthly Total Boardings (accessible copy),January 2024,J Church,"178,000"
Baseline Route Monthly Total Boardings (accessible copy),January 2024,J Church,"364,000"
Monthly Route Recovery,December 2023,J Church,0.440772086
Route Monthly Total Boardings (accessible copy),December 2023,J Church,"165,000"
Baseline Route Monthly Total Boardings (accessible copy),December 2023,J Church,"374,000"
Monthly Route Recovery,November 2023,J Church,0.449290191
Route Monthly Total Boardings (accessible copy),November 2023,J Church,"169,000"
Baseline Route Monthly Total Boardings (accessible copy),November 2023,J Church,"377,000"
Monthly Route Recovery,October 2023,J Church,0.439098330
Route Monthly Total Boardings (accessible copy),October 2023,J Church,"191,000"
Baseline Route Monthly Total Boardings (accessible copy),October 2023,J Church,"435,000"
Monthly Route Recovery,September 2023,J Church,0.475728139
Route Monthly Total Boardings (accessible copy),September 2023,J Church,"187,000"
Baseline Route Monthly Total Boardings (accessible copy),September 2023,J Church,"393,000"
Monthly Route Recovery,August 2023,J Church,0.433255579
Route Monthly Total Boardings (accessible copy),August 2023,J Church,"183,000"
Baseline Route Monthly Total Boardings (accessible copy),August 2023,J Church,"423,000"
Monthly Route Recovery,July 2023,J Church,0.411730061
Route Monthly Total Boardings (accessible copy),July 2023,J Church,"174,000"
Baseline Route Monthly Total Boardings (accessible copy),July 2023,J Church,"424,000"
Monthly Route Recovery,June 2023,J Church,0.450147169
Route Monthly Total Boardings (accessible copy),June 2023,J Church,"172,000"
Baseline Route Monthly Total Boardings (accessible copy),June 2023,J Church,"381,000"
Monthly Route Recovery,May 2023,J Church,0.444104283
Route Monthly Total Boardings (accessible copy),May 2023,J Church,"172,000"
Baseline Route Monthly Total Boardings (accessible copy),May 2023,J Church,"388,000"
Monthly Route Recovery,April 2023,J Church,0.472539212
Route Monthly Total Boardings (accessible copy),April 2023,J Church,"184,000"
Baseline Route Monthly Total Boardings (accessible copy),April 2023,J Church,"390,000"
Monthly Route Recovery,March 2023,J Church,0.430541958
Route Monthly Total Boardings (accessible copy),March 2023,J Church,"167,000"
Baseline Route Monthly Total Boardings (accessible copy),March 2023,J Church,"388,000"
Monthly Route Recovery,February 2023,J Church,0.428202455
Route Monthly Total Boardings (accessible copy),February 2023,J Church,"150,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2023,J Church,"350,000"
Monthly Route Recovery,February 2024,M Ocean View,0.732845322
Route Monthly Total Boardings (accessible copy),February 2024,M Ocean View,"529,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2024,M Ocean View,"721,000"
Monthly Route Recovery,January 2024,M Ocean View,0.647528525
Route Monthly Total Boardings (accessible copy),January 2024,M Ocean View,"487,000"
Baseline Route Monthly Total Boardings (accessible copy),January 2024,M Ocean View,"751,000"
Monthly Route Recovery,December 2023,M Ocean View,0.638720655
Route Monthly Total Boardings (accessible copy),December 2023,M Ocean View,"482,000"
Baseline Route Monthly Total Boardings (accessible copy),December 2023,M Ocean View,"754,000"
Monthly Route Recovery,November 2023,M Ocean View,0.679117686
Route Monthly Total Boardings (accessible copy),November 2023,M Ocean View,"515,000"
Baseline Route Monthly Total Boardings (accessible copy),November 2023,M Ocean View,"759,000"
Monthly Route Recovery,October 2023,M Ocean View,0.665680209
Route Monthly Total Boardings (accessible copy),October 2023,M Ocean View,"587,000"
Baseline Route Monthly Total Boardings (accessible copy),October 2023,M Ocean View,"882,000"
Monthly Route Recovery,September 2023,M Ocean View,0.672422493
Route Monthly Total Boardings (accessible copy),September 2023,M Ocean View,"532,000"
Baseline Route Monthly Total Boardings (accessible copy),September 2023,M Ocean View,"791,000"
Monthly Route Recovery,August 2023,M Ocean View,0.646050364
Route Monthly Total Boardings (accessible copy),August 2023,M Ocean View,"552,000"
Baseline Route Monthly Total Boardings (accessible copy),August 2023,M Ocean View,"855,000"
Monthly Route Recovery,July 2023,M Ocean View,0.526723491
Route Monthly Total Boardings (accessible copy),July 2023,M Ocean View,"452,000"
Baseline Route Monthly Total Boardings (accessible copy),July 2023,M Ocean View,"857,000"
Monthly Route Recovery,June 2023,M Ocean View,0.605245518
Route Monthly Total Boardings (accessible copy),June 2023,M Ocean View,"475,000"
Baseline Route Monthly Total Boardings (accessible copy),June 2023,M Ocean View,"785,000"
Monthly Route Recovery,May 2023,M Ocean View,0.662606675
Route Monthly Total Boardings (accessible copy),May 2023,M Ocean View,"533,000"
Baseline Route Monthly Total Boardings (accessible copy),May 2023,M Ocean View,"805,000"
Monthly Route Recovery,April 2023,M Ocean View,0.653239733
Route Monthly Total Boardings (accessible copy),April 2023,M Ocean View,"529,000"
Baseline Route Monthly Total Boardings (accessible copy),April 2023,M Ocean View,"810,000"
Monthly Route Recovery,March 2023,M Ocean View,0.672163148
Route Monthly Total Boardings (accessible copy),March 2023,M Ocean View,"538,000"
Baseline Route Monthly Total Boardings (accessible copy),March 2023,M Ocean View,"801,000"
Monthly Route Recovery,February 2023,M Ocean View,0.696101308
Route Monthly Total Boardings (accessible copy),February 2023,M Ocean View,"502,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2023,M Ocean View,"721,000"
Monthly Route Recovery,September 2023,MBUS M Ocean View Bus,
Route Monthly Total Boardings (accessible copy),September 2023,MBUS M Ocean View Bus,"2,000"
Baseline Route Monthly Total Boardings (accessible copy),September 2023,MBUS M Ocean View Bus,
Monthly Route Recovery,February 2024,N Judah,0.641286191
Route Monthly Total Boardings (accessible copy),February 2024,N Judah,"696,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2024,N Judah,"1,085,000"
Monthly Route Recovery,January 2024,N Judah,0.624291557
Route Monthly Total Boardings (accessible copy),January 2024,N Judah,"703,000"
Baseline Route Monthly Total Boardings (accessible copy),January 2024,N Judah,"1,126,000"
Monthly Route Recovery,December 2023,N Judah,0.546981711
Route Monthly Total Boardings (accessible copy),December 2023,N Judah,"638,000"
Baseline Route Monthly Total Boardings (accessible copy),December 2023,N Judah,"1,166,000"
Monthly Route Recovery,November 2023,N Judah,0.563946910
Route Monthly Total Boardings (accessible copy),November 2023,N Judah,"663,000"
Baseline Route Monthly Total Boardings (accessible copy),November 2023,N Judah,"1,175,000"
Monthly Route Recovery,October 2023,N Judah,0.549489195
Route Monthly Total Boardings (accessible copy),October 2023,N Judah,"751,000"
Baseline Route Monthly Total Boardings (accessible copy),October 2023,N Judah,"1,366,000"
Monthly Route Recovery,September 2023,N Judah,0.593518925
Route Monthly Total Boardings (accessible copy),September 2023,N Judah,"726,000"
Baseline Route Monthly Total Boardings (accessible copy),September 2023,N Judah,"1,224,000"
Monthly Route Recovery,August 2023,N Judah,0.603116422
Route Monthly Total Boardings (accessible copy),August 2023,N Judah,"799,000"
Baseline Route Monthly Total Boardings (accessible copy),August 2023,N Judah,"1,324,000"
Monthly Route Recovery,July 2023,N Judah,0.558019048
Route Monthly Total Boardings (accessible copy),July 2023,N Judah,"740,000"
Baseline Route Monthly Total Boardings (accessible copy),July 2023,N Judah,"1,326,000"
Monthly Route Recovery,June 2023,N Judah,0.613698987
Route Monthly Total Boardings (accessible copy),June 2023,N Judah,"722,000"
Baseline Route Monthly Total Boardings (accessible copy),June 2023,N Judah,"1,177,000"
Monthly Route Recovery,May 2023,N Judah,0.606665777
Route Monthly Total Boardings (accessible copy),May 2023,N Judah,"728,000"
Baseline Route Monthly Total Boardings (accessible copy),May 2023,N Judah,"1,200,000"
Monthly Route Recovery,April 2023,N Judah,0.585512629
Route Monthly Total Boardings (accessible copy),April 2023,N Judah,"709,000"
Baseline Route Monthly Total Boardings (accessible copy),April 2023,N Judah,"1,212,000"
Monthly Route Recovery,March 2023,N Judah,0.577552819
Route Monthly Total Boardings (accessible copy),March 2023,N Judah,"693,000"
Baseline Route Monthly Total Boardings (accessible copy),March 2023,N Judah,"1,200,000"
Monthly Route Recovery,February 2023,N Judah,0.542915954
Route Monthly Total Boardings (accessible copy),February 2023,N Judah,"589,000"
Baseline Route Monthly Total Boardings (accessible copy),February 2023,N Judah,"1,085,000"
